ÁREA,DISCIPLINA,TÓPICO,NÍVEL_SUPERIOR_INDICADO,FREQUÊNCIA_EDITAIS
POLICIAL,Direito Penal,Organizações criminosas,Sim,Frequente
POLICIAL,Direito Penal,Crimes de lavagem,Sim,Frequente
POLICIAL,Direito Processual Penal,Princípios fundamentais,Sim,Frequente
POLICIAL,Direito Processual Penal,Legalidade,Sim,Frequente
POLICIAL,Direito Processual Penal,Acusatoriedade,Sim,Frequente
POLICIAL,Direito Processual Penal,Contraditório,Sim,Frequente
POLICIAL,Direito Processual Penal,Ampla defesa,Sim,Frequente
POLICIAL,Direito Processual Penal,Presunção de inocência,Sim,Frequente
POLICIAL,Direito Processual Penal,Jurisdição penal,Sim,Frequente
POLICIAL,Direito Processual Penal,Competência,Sim,Frequente
POLICIAL,Direito Processual Penal,Sujeitos do processo,Sim,Frequente
POLICIAL,Direito Processual Penal,Juiz,Sim,Frequente
POLICIAL,Direito Processual Penal,Ministério Público,Sim,Frequente
POLICIAL,Direito Processual Penal,Defesa,Sim,Frequente
POLICIAL,Direito Processual Penal,Querelante,Sim,Frequente
POLICIAL,Direito Processual Penal,Vítima,Sim,Frequente
POLICIAL,Direito Processual Penal,Investigação policial,Sim,Frequente
POLICIAL,Direito Processual Penal,Inquérito policial,Sim,Frequente
POLICIAL,Direito Processual Penal,Auto de prisão,Sim,Frequente
POLICIAL,Direito Processual Penal,Flagrante,Sim,Frequente
POLICIAL,Direito Processual Penal,Flagrante próprio,Sim,Frequente
POLICIAL,Direito Processual Penal,Flagrante presumido,Sim,Frequente
POLICIAL,Direito Processual Penal,Prisão preventiva,Sim,Frequente
POLICIAL,Direito Processual Penal,Liberdade provisória,Sim,Frequente
POLICIAL,Direito Processual Penal,Fiança,Sim,Frequente
POLICIAL,Direito Processual Penal,Denúncia,Sim,Frequente
POLICIAL,Direito Processual Penal,Queixa-crime,Sim,Frequente
POLICIAL,Direito Processual Penal,Recebimento de denúncia,Sim,Frequente
POLICIAL,Direito Processual Penal,Rejeição de denúncia,Sim,Frequente
POLICIAL,Direito Processual Penal,Provas,Sim,Frequente
POLICIAL,Direito Processual Penal,Testemunha,Sim,Frequente
POLICIAL,Direito Processual Penal,Perícia,Sim,Frequente
POLICIAL,Direito Processual Penal,Documento,Sim,Frequente
POLICIAL,Direito Processual Penal,Confissão,Sim,Frequente
POLICIAL,Direito Processual Penal,Interrogatório,Sim,Frequente
POLICIAL,Direito Processual Penal,Direitos do acusado,Sim,Frequente
POLICIAL,Direito Processual Penal,Julgamento,Sim,Frequente
POLICIAL,Direito Processual Penal,Sentença,Sim,Frequente
POLICIAL,Direito Processual Penal,Condenação,Sim,Frequente
POLICIAL,Direito Processual Penal,Absolvição,Sim,Frequente
POLICIAL,Direito Processual Penal,Recursos,Sim,Frequente
POLICIAL,Direito Processual Penal,Apelação,Sim,Frequente
POLICIAL,Direito Processual Penal,Habeas corpus,Sim,Frequente
POLICIAL,Direito Processual Penal,Mandado de segurança,Sim,Frequente
POLICIAL,Direito Processual Penal,Ação rescisória,Sim,Frequente
POLICIAL,Direito Processual Penal,Execução de sentença,Sim,Frequente
POLICIAL,Direito Processual Penal,Livramento condicional,Sim,Frequente
POLICIAL,Direito Processual Penal,Progressão de regime,Sim,Frequente
POLICIAL,Criminologia,Conceitos fundamentais,Sim,Comum
POLICIAL,Criminologia,Natureza do crime,Sim,Comum
POLICIAL,Criminologia,Etapas do crime,Sim,Comum
POLICIAL,Criminologia,Perspectivas teóricas,Sim,Comum
POLICIAL,Criminologia,Criminalística,Sim,Comum
POLICIAL,Criminologia,Investigação criminal,Sim,Comum
POLICIAL,Criminologia,Perícia forense,Sim,Comum
POLICIAL,Criminologia,Análise de evidência,Sim,Comum
POLICIAL,Criminologia,Documentoscopia,Sim,Comum
POLICIAL,Criminologia,Balística forense,Sim,Comum
POLICIAL,Criminologia,Toxicologia forense,Sim,Comum
POLICIAL,Criminologia,Antropologia forense,Sim,Comum
POLICIAL,Criminologia,Odontologia forense,Sim,Comum
POLICIAL,Criminologia,Fotografia forense,Sim,Comum
POLICIAL,Criminologia,Análise de cena,Sim,Comum
POLICIAL,Criminologia,Preservação de evidência,Sim,Comum
POLICIAL,Criminologia,Cadeia de custódia,Sim,Comum
POLICIAL,Criminologia,Análise criminal,Sim,Comum
POLICIAL,Criminologia,Perfil criminoso,Sim,Comum
POLICIAL,Criminologia,Investigação de homicídios,Sim,Comum
POLICIAL,Criminologia,Investigação de roubo,Sim,Comum
POLICIAL,Criminologia,Investigação de furto,Sim,Comum
POLICIAL,Criminologia,Investigação de fraude,Sim,Comum
POLICIAL,Criminologia,Investigação de tráfico,Sim,Comum
POLICIAL,Criminologia,Prevenção criminal,Sim,Comum
POLICIAL,Criminologia,Redução de criminalidade,Sim,Comum
POLICIAL,Direitos Humanos,Conceitos fundamentais,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos individuais,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos coletivos,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos sociais,Sim,Frequente
POLICIAL,Direitos Humanos,Garantias fundamentais,Sim,Frequente
POLICIAL,Direitos Humanos,Igualdade,Sim,Frequente
POLICIAL,Direitos Humanos,Não discriminação,Sim,Frequente
POLICIAL,Direitos Humanos,Liberdade,Sim,Frequente
POLICIAL,Direitos Humanos,Direito à vida,Sim,Frequente
POLICIAL,Direitos Humanos,Direito à integridade,Sim,Frequente
POLICIAL,Direitos Humanos,Direito à honra,Sim,Frequente
POLICIAL,Direitos Humanos,Direito à imagem,Sim,Frequente
POLICIAL,Direitos Humanos,Direito à privacidade,Sim,Frequente
POLICIAL,Direitos Humanos,Direito à informação,Sim,Frequente
POLICIAL,Direitos Humanos,Direito à participação,Sim,Frequente
POLICIAL,Direitos Humanos,Direito de reunião,Sim,Frequente
POLICIAL,Direitos Humanos,Direito de associação,Sim,Frequente
POLICIAL,Direitos Humanos,Direito de voto,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos de minoria,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos de indígenas,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos de quilombolas,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos LGBTQIA+,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos de pessoas com deficiência,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos de mulher,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos de criança,Sim,Frequente
POLICIAL,Direitos Humanos,Direitos de idoso,Sim,Frequente
POLICIAL,Direitos Humanos,Abuso de autoridade,Sim,Frequente
POLICIAL,Direitos Humanos,Violência policial,Sim,Frequente
POLICIAL,Direitos Humanos,Tortura,Sim,Frequente
POLICIAL,Direitos Humanos,Tratamento cruel,Sim,Frequente
POLICIAL,Direitos Humanos,Acesso à justiça,Sim,Frequente
POLICIAL,Direitos Humanos,Direito de defesa,Sim,Frequente
POLICIAL,Segurança Pública,Conceitos de segurança,Não,Comum
POLICIAL,Segurança Pública,Segurança pessoal,Não,Comum
POLICIAL,Segurança Pública,Segurança pública,Não,Comum
POLICIAL,Segurança Pública,Segurança da comunidade,Não,Comum
POLICIAL,Segurança Pública,Função policial,Não,Comum
POLICIAL,Segurança Pública,Policiamento preventivo,Não,Comum
POLICIAL,Segurança Pública,Policiamento ostensivo,Não,Comum
POLICIAL,Segurança Pública,Policiamento comunitário,Não,Comum
POLICIAL,Segurança Pública,Operações especiais,Não,Comum
POLICIAL,Segurança Pública,Comando e controle,Não,Comum
POLICIAL,Segurança Pública,Comunicação rádio,Não,Comum
POLICIAL,Segurança Pública,Centro de operações,Não,Comum
POLICIAL,Segurança Pública,Gestão de crise,Não,Comum
POLICIAL,Segurança Pública,Negociação,Não,Comum
POLICIAL,Segurança Pública,Gerenciamento de conflito,Não,Comum
POLICIAL,Segurança Pública,Mediação,Não,Comum
POLICIAL,Segurança Pública,Resolução de conflito,Não,Comum
POLICIAL,Segurança Pública,Patrulhamento,Não,Comum
POLICIAL,Segurança Pública,Rondas preventivas,Não,Comum
POLICIAL,Segurança Pública,Vigilância,Não,Comum
POLICIAL,Segurança Pública,Investigação,Não,Comum
POLICIAL,Segurança Pública,Perícia,Não,Comum
POLICIAL,Segurança Pública,Uso de força,Não,Comum
POLICIAL,Segurança Pública,Força proporcional,Não,Comum
POLICIAL,Segurança Pública,Força legítima,Não,Comum
POLICIAL,Segurança Pública,Abuso de poder,Não,Comum
POLICIAL,Segurança Pública,Desvio de conduta,Não,Comum
POLICIAL,Segurança Pública,Responsabilidade,Não,Comum
POLICIAL,Segurança Pública,Ética profissional,Não,Comum
POLICIAL,Segurança Pública,Integridade,Não,Comum
POLICIAL,Segurança Pública,Profissionalismo,Não,Comum
POLICIAL,Segurança Pública,Comportamento esperado,Não,Comum
POLICIAL,Segurança Pública,Código de conduta,Não,Comum
POLICIAL,Segurança Pública,Disciplina,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Tóxicos,Não,Comum
POLICIAL,Legislação Extravagante,Lei 11.343/2006,Não,Comum
POLICIAL,Legislação Extravagante,Drogas ilícitas,Não,Comum
POLICIAL,Legislação Extravagante,Tipos de drogas,Não,Comum
POLICIAL,Legislação Extravagante,Tráfico,Não,Comum
POLICIAL,Legislação Extravagante,Posse para consumo,Não,Comum
POLICIAL,Legislação Extravagante,Penalidades,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Armas,Não,Comum
POLICIAL,Legislação Extravagante,Lei 10.826/2003,Não,Comum
POLICIAL,Legislação Extravagante,Registro de arma,Não,Comum
POLICIAL,Legislação Extravagante,Porte de arma,Não,Comum
POLICIAL,Legislação Extravagante,Comércio de armas,Não,Comum
POLICIAL,Legislação Extravagante,Importação e exportação,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Violência Doméstica,Não,Comum
POLICIAL,Legislação Extravagante,Lei 11.340/2006,Não,Comum
POLICIAL,Legislação Extravagante,Tipos de violência,Não,Comum
POLICIAL,Legislação Extravagante,Medidas protetivas,Não,Comum
POLICIAL,Legislação Extravagante,Denúncia,Não,Comum
POLICIAL,Legislação Extravagante,Investigação,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Crimes Ambientais,Não,Comum
POLICIAL,Legislação Extravagante,Lei 9.605/1998,Não,Comum
POLICIAL,Legislação Extravagante,Crimes ambientais,Não,Comum
POLICIAL,Legislação Extravagante,Destruição de florestas,Não,Comum
POLICIAL,Legislação Extravagante,Poluição,Não,Comum
POLICIAL,Legislação Extravagante,Caça ilegal,Não,Comum
POLICIAL,Legislação Extravagante,Pesca ilegal,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Estelionato,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Falsificação,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Fraude Eletrônica,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Cibercrime,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Assédio,Não,Comum
POLICIAL,Legislação Extravagante,Lei de Racismo,Não,Comum
POLICIAL,Legislação Extravagante,Lei 7.716/1989,Não,Comum
POLICIAL,Legislação Extravagante,Crimes de racismo,Não,Comum
POLICIAL,Legislação Extravagante,Discriminação,Não,Comum
POLICIAL,Legislação Extravagante,Igualdade racial,Não,Comum
